CD_MUNICIPIO_7,CD_MUNICIPIO,REGIONAL_SAUDE,NM_CIDADE,UF_MUNICIPIO,NM_REGIAO,CIDADES_HABITANTES,ID_SINGULAR
4304705,430470,CRS 06 Passo Fundo,Carazinho,RS,Sul,62413,014
3113503,311350,Diamantina,Carbonita,MG,Sudeste,9423,045
2907004,290700,Alagoinhas,Cardeal da Silva,BA,Nordeste,9395,
3510708,351070,São José do Rio Preto,Cardoso,SP,Sudeste,12371,100
3301157,330115,Noroeste,Cardoso Moreira,RJ,Sudeste,12818,161
3113602,311360,Pouso Alegre,Careaçu,MG,Sudeste,6826,045
1301100,130110,Entorno de Manaus,Careiro,AM,Norte,38820,037
1301159,130115,Entorno de Manaus,Careiro da Várzea,AM,Norte,31459,037
3201308,320130,SR Vitória,Cariacica,ES,Sudeste,386495,156
2303006,230300,Canindé,Caridade,CE,Nordeste,23011,040
2202554,220255,TD Vale do Rio Guaribas,Caridade do Piauí,PI,Nordeste,5102,
2907103,290710,Guanambi,Carinhanha,BA,Nordeste,29118,
2801405,280140,Região Itabaiana,Carira,SE,Nordeste,22393,
2303105,230310,Sobral,Cariré,CE,Nordeste,18470,040
1703867,170386,Região de Saúde Centro-Sul,Cariri do Tocantins,TO,Norte,4499,001
2303204,230320,Juazeiro do Norte,Caririaçu,CE,Nordeste,27008,040
2303303,230330,Iguatu,Cariús,CE,Nordeste,18700,040
5102793,510279,Alta Floresta,Carlinda,MT,Centro-Oeste,10094,062
4104709,410470,Jacarezinho,Carlópolis,PR,Sul,14391,046
4304804,430480,CRS 05 Caxias do Sul,Carlos Barbosa,RS,Sul,30630,801
3113701,311370,Teófilo Otoni,Carlos Chagas,MG,Sudeste,18516,045
4304853,430485,CRS 11 Erechim,Carlos Gomes,RS,Sul,1327,005
3113800,311380,Itabira,Carmésia,MG,Sudeste,2660,045
3301207,330120,Serrana,Carmo,RJ,Sudeste,19161,
3113909,311390,Varginha,Carmo da Cachoeira,MG,Sudeste,12193,182
3114006,311400,Divinópolis,Carmo da Mata,MG,Sudeste,11546,045
3114105,311410,Varginha,Carmo de Minas,MG,Sudeste,15031,045
3114204,311420,Divinópolis,Carmo do Cajuru,MG,Sudeste,22900,045
3114303,311430,Patos de Minas,Carmo do Paranaíba,MG,Sudeste,30339,045
3114402,311440,Alfenas,Carmo do Rio Claro,MG,Sudeste,21310,045
5205000,520500,São Patrício,Carmo do Rio Verde,GO,Centro-Oeste,10299,
1703883,170388,Região de Saúde Médio Norte,Carmolândia,TO,Norte,2627,001
2801504,280150,Região Nossa Senhora do Socorro,Carmópolis,SE,Nordeste,17232,
3114501,311450,Divinópolis,Carmópolis de Minas,MG,Sudeste,19756,045
2603900,260390,Afogados da Ingazeira,Carnaíba,PE,Nordeste,19666,
2402402,240240,IV ETAM,Carnaúba dos Dantas,RN,Nordeste,8297,112
2402501,240250,II ETAM,Carnaubais,RN,Nordeste,10972,
2303402,230340,Tianguá,Carnaubal,CE,Nordeste,17763,040
2603926,260392,Serra Talhada,Carnaubeira da Penha,PE,Nordeste,13117,
3114550,311455,Uberaba,Carneirinho,MG,Sudeste,10103,045
2701803,270180,Região 03,Carneiros,AL,Nordeste,9568,167
1400233,140023,Secretaria Estadual de Saúde,Caroebe,RR,Norte,10595,
2102804,210280,Chapada das Mesas,Carolina,MA,Nordeste,24151,029
2604007,260400,Limoeiro,Carpina,PE,Nordeste,85131,
3114600,311460,Varginha,Carrancas,MG,Sudeste,4052,045
2504108,250410,IX Núcleo Regional de Saúde,Carrapateira,PB,Nordeste,2714,
1703891,170389,Região de Saúde Bico do Papagaio,Carrasco Bonito,TO,Norte,4165,001
2604106,260410,Caruaru,Caruaru,PE,Nordeste,369343,088
2102903,210290,Gurupi,Carutapera,MA,Nordeste,24095,029
3114709,311470,Alfenas,Carvalhópolis,MG,Sudeste,3614,045
3114808,311480,Varginha,Carvalhos,MG,Sudeste,4445,045
3510807,351080,São João da Boa Vista,Casa Branca,SP,Sudeste,30655,094
3114907,311490,Barbacena,Casa Grande,MG,Sudeste,2251,045
2907202,290720,Juazeiro,Casa Nova,BA,Nordeste,73092,162
4304903,430490,CRS 06 Passo Fundo,Casca,RS,Sul,9070,014
3115003,311500,Uberlândia,Cascalho Rico,MG,Sudeste,3108,045
2303501,230350,Fortaleza,Cascavel,CE,Nordeste,72706,
4104808,410480,Cascavel,Cascavel,PR,Sul,336073,
1703909,170390,Região de Saúde do Cantão,Caseara,TO,Norte,5514,001
4304952,430495,CRS 06 Passo Fundo,Caseiros,RS,Sul,3228,006
3301306,330130,Baixada Litorânea,Casimiro de Abreu,RJ,Sudeste,45864,064
2604155,260415,Limoeiro,Casinhas,PE,Nordeste,14395,
2504157,250415,II Núcleo Regional de Saúde,Casserengue,PB,Nordeste,7530,
3115102,311510,Passos,Cássia,MG,Sudeste,17741,160
3510906,351090,Ribeirão Preto,Cássia dos Coqueiros,SP,Sudeste,2488,900
5002902,500290,NCT de Paranaíba,Cassilândia,MS,Centro-Oeste,22063,004
1502400,150240,Rio Guamá,Castanhal,PA,Norte,205667,029
5102850,510285,Juína,Castanheira,MT,Centro-Oeste,8782,062
1100908,110090,II Delegacia Regional de Saúde,Castanheiras,RO,Norte,2923,166
5205059,520505,Sudoeste I,Castelândia,GO,Centro-Oeste,3380,130
3201407,320140,SR Cachoeiro do Itapemirim,Castelo,ES,Sudeste,37956,156
2202604,220260,TD Carnaubais,Castelo do Piauí,PI,Nordeste,19716,
3511003,351100,Araçatuba,Castilho,SP,Sudeste,21521,900
4104907,410490,Ponta Grossa,Castro,PR,Sul,72125,052
2907301,290730,Santo Antônio de Jesus,Castro Alves,BA,Nordeste,26369,
3115300,311530,Leopoldina,Cataguases,MG,Sudeste,75942,042
5205109,520510,Estrada de Ferro,Catalão,GO,Centro-Oeste,113091,056
3511102,351110,São José do Rio Preto,Catanduva,SP,Sudeste,123114,083
4105003,410500,Cascavel,Catanduvas,PR,Sul,10144,
4204004,420400,Joaçaba,Catanduvas,SC,Sul,11106,011
2303600,230360,Iguatu,Catarina,CE,Nordeste,21041,040
3115359,311535,Itabira,Catas Altas,MG,Sudeste,5465,045
3115409,311540,Barbacena,Catas Altas da Noruega,MG,Sudeste,3665,045
2604205,260420,Palmares,Catende,PE,Nordeste,43778,
3511201,351120,São José do Rio Preto,Catiguá,SP,Sudeste,7905,083
2504207,250420,VI Núcleo Regional de Saúde,Catingueira,PB,Nordeste,4938,
2907400,290740,Barreiras,Catolândia,BA,Nordeste,3619,
2504306,250430,VIII Núcleo Regional de Saúde,Catolé do Rocha,PB,Nordeste,30819,
2907509,290750,Alagoinhas,Catu,BA,Nordeste,55222,
4305009,430500,CRS 17 Ijuí,Catuípe,RS,Sul,8631,183
3115458,311545,Teófilo Otoni,Catuji,MG,Sudeste,6206,045
2303659,230365,Sobral,Catunda,CE,Nordeste,10410,040
5205208,520520,Central,Caturaí,GO,Centro-Oeste,5132,
2907558,290755,Boquira,Caturama,BA,Nordeste,9303,
2504355,250435,III Núcleo Regional de Saúde,Caturité,PB,Nordeste,4898,
3115474,311547,Montes Claros,Catuti,MG,Sudeste,4944,045
2303709,230370,Caucaia,Caucaia,CE,Nordeste,368918,040
5205307,520530,Nordeste,Cavalcante,GO,Centro-Oeste,9740,020
3115508,311550,Varginha,Caxambu,MG,Sudeste,21566,045
4204103,420410,Chapecó,Caxambu do Sul,SC,Sul,3462,011
2103000,210300,Timbiras,Caxias,MA,Nordeste,166159,029
4305108,430510,CRS 05 Caxias do Sul,Caxias do Sul,RS,Sul,523716,801
2202653,220265,TD Planície Litorânea,Caxingó,PI,Nordeste,5477,
2402600,240260,Grande Natal,Ceará-Mirim,RN,Nordeste,74268,017
2103109,210310,Litoral Ocidental,Cedral,MA,Nordeste,10711,029
3511300,351130,São José do Rio Preto,Cedral,SP,Sudeste,9452,026
2303808,230380,Icó,Cedro,CE,Nordeste,25612,040
2604304,260430,Salgueiro,Cedro,PE,Nordeste,11972,
2801603,280160,Região Propriá,Cedro de São João,SE,Nordeste,5929,
3115607,311560,Sete Lagoas,Cedro do Abaeté,MG,Sudeste,1150,045
4204152,420415,Joaçaba,Celso Ramos,SC,Sul,2709,011
1704105,170410,Região de Saúde Cultura do Cerrado,Centenário,TO,Norte,2966,001
4305116,430511,CRS 11 Erechim,Centenário,RS,Sul,2865,005
4105102,410510,Londrina,Centenário do Sul,PR,Sul,10704,046
2907608,290760,Irecê,Central,BA,Nordeste,17293,
3115706,311570,Governador Valadares,Central de Minas,MG,Sudeste,7059,045
2103125,210312,Litoral Ocidental,Central do Maranhão,MA,Nordeste,8806,029
3115805,311580,Ituiutaba,Centralina,MG,Sudeste,10343,045
2103158,210315,Baixo Turi,Centro do Guilherme,MA,Nordeste,13876,029
2103174,210317,Baixo Turi,Centro Novo do Maranhão,MA,Nordeste,22056,029
1100056,110005,III Delegacia Regional de Saúde,Cerejeiras,RO,Norte,16088,166
5205406,520540,São Patrício,Ceres,GO,Centro-Oeste,22407,020
3511409,351140,Bauru,Cerqueira César,SP,Sudeste,20391,072
3511508,351150,Sorocaba,Cerquilho,SP,Sudeste,50631,016
4305124,430512,CRS 03 Pelotas,Cerrito,RS,Sul,6005,006
4105201,410520,Metropolitana,Cerro Azul,PR,Sul,17884,052
4305132,430513,CRS 08 Cachoeira do Sul,Cerro Branco,RS,Sul,4720,003
2402709,240270,IV ETAM,Cerro Corá,RN,Nordeste,11182,112
4305157,430515,CRS 15 Palmeira das Missões,Cerro Grande,RS,Sul,2281,014
4305173,430517,CRS 02 Porto Alegre,Cerro Grande do Sul,RS,Sul,12579,006
4305207,430520,CRS 12 Santo Ângelo,Cerro Largo,RS,Sul,14243,183
4204178,420417,Lages,Cerro Negro,SC,Sul,3013,011
3511607,351160,Sorocaba,Cesário Lange,SP,Sudeste,18595,016
4105300,410530,Cascavel,Céu Azul,PR,Sul,11872,
5205455,520545,Centro Sul,Cezarina,GO,Centro-Oeste,8794,020
2604403,260440,Recife,Chã de Alegria,PE,Nordeste,13641,
2604502,260450,Recife,Chã Grande,PE,Nordeste,21929,
2701902,270190,Região 01,Chã Preta,AL,Nordeste,7311,038
3115904,311590,Juiz de Fora,Chácara,MG,Sudeste,3216,042
3116001,311600,Manhumirim,Chalé,MG,Sudeste,5695,045
4305306,430530,CRS 15 Palmeira das Missões,Chapada,RS,Sul,9211,014
1705102,170510,Região de Saúde de Porto Nacional,Chapada da Natividade,TO,Norte,3330,001
1704600,170460,Região de Saúde do Cantão,Chapada de Areia,TO,Norte,1415,001
3116100,311610,Diamantina,Chapada do Norte,MG,Sudeste,15334,045
5103007,510300,Baixada Cuiabana,Chapada dos Guimarães,MT,Centro-Oeste,22521,062
3116159,311615,Unaí,Chapada Gaúcha,MG,Sudeste,14217,045
5205471,520547,Sudoeste II,Chapadão do Céu,GO,Centro-Oeste,10797,
4204194,420419,Rio do Sul,Chapadão do Lageado,SC,Sul,3025,011
5002951,500295,NCT de Paranaíba,Chapadão do Sul,MS,Centro-Oeste,26499,004
2103208,210320,Alto Munim,Chapadinha,MA,Nordeste,80705,029
4204202,420420,Chapecó,Chapecó,SC,Sul,227587,011
3511706,351170,Piracicaba,Charqueada,SP,Sudeste,17539,016
4305355,430535,CRS 02 Porto Alegre,Charqueadas,RS,Sul,41705,006
4305371,430537,CRS 11 Erechim,Charrua,RS,Sul,3228,005
2303907,230390,Camocim,Chaval,CE,Nordeste,13112,040
3557204,355720,Marília,Chavantes,SP,Sudeste,12418,101
1502509,150250,Marajó Oriental,Chaves,PA,Norte,24175,029
3116209,311620,Juiz de Fora,Chiador,MG,Sudeste,2657,045
4305405,430540,CRS 17 Ijuí,Chiapetta,RS,Sul,3684,183
4105409,410540,Pato Branco,Chopinzinho,PR,Sul,19083,
2303931,230393,Quixadá,Choró,CE,Nordeste,13608,040
2303956,230395,Fortaleza,Chorozinho,CE,Nordeste,20286,040
2907707,290770,Paulo Afonso,Chorrochó,BA,Nordeste,11221,162
4305439,430543,CRS 03 Pelotas,Chuí,RS,Sul,6832,801
1100924,110092,III Delegacia Regional de Saúde,Chupinguaia,RO,Norte,11755,166
4305447,430544,CRS 02 Porto Alegre,Chuvisca,RS,Sul,5518,006
4105508,410550,Cianorte,Cianorte,PR,Sul,84980,098
2907806,290780,Cícero Dantas,Cícero Dantas,BA,Nordeste,32636,162
4105607,410560,Cianorte,Cidade Gaúcha,PR,Sul,12939,
5205497,520549,Entorno Sul,Cidade Ocidental,GO,Centro-Oeste,74370,056
2103257,210325,Carajás,Cidelândia,MA,Nordeste,14855,029
4305454,430545,CRS 18 Osório,Cidreira,RS,Sul,16897,006
2907905,290790,Cícero Dantas,Cipó,BA,Nordeste,17402,162
3116308,311630,Barbacena,Cipotânea,MG,Sudeste,6811,045
4305504,430550,CRS 06 Passo Fundo,Ciríaco,RS,Sul,4693,014
3116407,311640,Passos,Claraval,MG,Sudeste,4873,045
3116506,311650,Montes Claros,Claro dos Poções,MG,Sudeste,7478,045
5103056,510305,Sinop,Cláudia,MT,Centro-Oeste,12338,062
3116605,311660,Divinópolis,Cláudio,MG,Sudeste,29093,045
3511904,351190,Araçatuba,Clementina,SP,Sudeste,8894,113
4105706,410570,Pato Branco,Clevelândia,PR,Sul,16344,
2908002,290800,Itabuna,Coaraci,BA,Nordeste,16128,078
1301209,130120,Amazonas,Coari,AM,Norte,86713,037
2202703,220270,TD Planície Litorânea,Cocal,PI,Nordeste,27901,
2202711,220271,TD Carnaubais,Cocal de Telha,PI,Nordeste,4908,
4204251,420425,Criciúma,Cocal do Sul,SC,Sul,16956,011
2202729,220272,TD Planície Litorânea,Cocal dos Alves,PI,Nordeste,6180,
5103106,510310,Água Boa,Cocalinho,MT,Centro-Oeste,5716,062
5205513,520551,Pirineus,Cocalzinho de Goiás,GO,Centro-Oeste,20771,
2908101,290810,Santa Maria da Vitória,Cocos,BA,Nordeste,18835,
1301308,130130,Amazonas,Codajás,AM,Norte,29691,037
2103307,210330,Cocais,Codó,MA,Nordeste,123368,029
2103406,210340,Timbiras,Coelho Neto,MA,Nordeste,49804,029
3116704,311670,Ubá,Coimbra,MG,Sudeste,7631,045
2702009,270200,Região 04,Coité do Nóia,AL,Nordeste,10594,167
2202737,220273,TD Entre Rios,Coivaras,PI,Nordeste,4044,
1502608,150260,Rodovia PA-140/Rio Guajará-Mirim,Colares,PA,Norte,12175,029
3201506,320150,SR Colatina,Colatina,ES,Sudeste,124283,156
5103205,510320,Colíder,Colíder,MT,Centro-Oeste,33855,062
3512001,351200,Barretos,Colina,SP,Sudeste,18601,076
2103505,210350,Alpercatas,Colinas,MA,Nordeste,41443,029
4305587,430558,CRS 16 Lajeado,Colinas,RS,Sul,2466,003
5205521,520552,Serra da Mesa,Colinas do Sul,GO,Centro-Oeste,3339,
1705508,170550,Região de Saúde de Araguaia-Tocantins,Colinas do Tocantins,TO,Norte,36271,001
1716703,171670,Região de Saúde de Lobo Guará,Colméia,TO,Norte,8078,001
5103254,510325,Juína,Colniza,MT,Centro-Oeste,41117,062
3512100,351210,Barretos,Colômbia,SP,Sudeste,6223,076
4105805,410580,Metropolitana,Colombo,PR,Sul,249277,192
2202752,220275,TD Chapada das Mangabeiras,Colônia do Gurguéia,PI,Nordeste,6545,
2202778,220277,TD Vale do Canindé,Colônia do Piauí,PI,Nordeste,7665,
2702108,270210,Região 05,Colônia Leopoldina,AL,Nordeste,21935,038
4105904,410590,Maringá,Colorado,PR,Sul,24271,098
4305603,430560,CRS 09 Cruz Alta,Colorado,RS,Sul,3088,801
1100064,110006,III Delegacia Regional de Saúde,Colorado do Oeste,RO,Norte,15213,166
3116803,311680,Diamantina,Coluna,MG,Sudeste,8810,009
1705557,170555,Região de Saúde Extremo Sudeste,Combinado,TO,Norte,4870,001
3116902,311690,Uberaba,Comendador Gomes,MG,Sudeste,3128,045
3300951,330095,Centro-Sul,Comendador Levy Gasparian,RJ,Sudeste,8590,151
3117009,311700,Pedra Azul,Comercinho,MG,Sudeste,6624,045
5103304,510330,Pontes e Lacerda,Comodoro,MT,Centro-Oeste,21249,062
2504405,250440,VII Núcleo Regional de Saúde,Conceição,PB,Nordeste,19030,
3117108,311710,Alfenas,Conceição da Aparecida,MG,Sudeste,10351,045
3201605,320160,SR São Mateus,Conceição da Barra,ES,Sudeste,31479,156
3115201,311520,São João Del Rei,Conceição da Barra de Minas,MG,Sudeste,3939,045
2908200,290820,Cruz das Almas,Conceição da Feira,BA,Nordeste,22933,030
3117306,311730,Uberaba,Conceição das Alagoas,MG,Sudeste,28782,
3117207,311720,Pouso Alegre,Conceição das Pedras,MG,Sudeste,2814,045
3117405,311740,Manhumirim,Conceição de Ipanema,MG,Sudeste,4581,045
3301405,330140,Norte,Conceição de Macabu,RJ,Sudeste,23561,064
2908309,290830,Santo Antônio de Jesus,Conceição do Almeida,BA,Nordeste,17087,030
1502707,150270,Araguaia,Conceição do Araguaia,PA,Norte,48115,029
2202802,220280,TD Vale do Canindé,Conceição do Canindé,PI,Nordeste,4811,
3201704,320170,SR Vitória,Conceição do Castelo,ES,Sudeste,12887,156
2908408,290840,Serrinha,Conceição do Coité,BA,Nordeste,67394,
2908507,290850,Feira de Santana,Conceição do Jacuípe,BA,Nordeste,33631,030
2103554,210355,Mearim,Conceição do Lago-Açu,MA,Nordeste,16559,029
3117504,311750,Diamantina,Conceição do Mato Dentro,MG,Sudeste,17438,
3117603,311760,Divinópolis,Conceição do Pará,MG,Sudeste,5558,
3117702,311770,Varginha,Conceição do Rio Verde,MG,Sudeste,13729,045
1705607,170560,Região de Saúde Extremo Sudeste,Conceição do Tocantins,TO,Norte,4070,001
3117801,311780,Pouso Alegre,Conceição dos Ouros,MG,Sudeste,11852,045
3512209,351220,Piracicaba,Conchal,SP,Sudeste,28491,008
3512308,351230,Bauru,Conchas,SP,Sudeste,18138,122
4204301,420430,Concórdia,Concórdia,SC,Sul,75683,011
1502756,150275,Rodovia PA-140/Rio Capim,Concórdia do Pará,PA,Norte,34236,029
2504504,250450,VI Núcleo Regional de Saúde,Condado,PB,Nordeste,6662,
2604601,260460,Goiana,Condado,PE,Nordeste,26755,
2504603,250460,I Núcleo Regional de Saúde,Conde,PB,Nordeste,25341,
2908606,290860,Salvador,Conde,BA,Nordeste,26223,
2908705,290870,Vitória da Conquista,Condeúba,BA,Nordeste,17113,
4305702,430570,CRS 17 Ijuí,Condor,RS,Sul,6766,801
3117836,311783,Januária,Cônego Marinho,MG,Sudeste,7730,045
3117876,311787,Belo Horizonte,Confins,MG,Sudeste,6867,009
5103353,510335,Porto Alegre do Norte,Confresa,MT,Centro-Oeste,32076,062
2504702,250470,V Núcleo Regional de Saúde,Congo,PB,Nordeste,4787,
3117900,311790,Pouso Alegre,Congonhal,MG,Sudeste,12209,041
3118007,311800,Barbacena,Congonhas,MG,Sudeste,55836,045
3118106,311810,Diamantina,Congonhas do Norte,MG,Sudeste,5047,045
4106001,410600,Cornélio Procópio,Congonhinhas,PR,Sul,8896,046
3118205,311820,Uberaba,Conquista,MG,Sudeste,6997,015
5103361,510336,Pontes e Lacerda,Conquista D'Oeste,MT,Centro-Oeste,4163,062
3118304,311830,Barbacena,Conselheiro Lafaiete,MG,Sudeste,130584,042
4106100,410610,Jacarezinho,Conselheiro Mairinck,PR,Sul,3891,046
3118403,311840,Governador Valadares,Conselheiro Pena,MG,Sudeste,22975,045
3118502,311850,Pouso Alegre,Consolação,MG,Sudeste,1786,045
4305801,430580,CRS 15 Palmeira das Missões,Constantina,RS,Sul,9903,014
3118601,311860,Belo Horizonte,Contagem,MG,Sudeste,673849,009
4106209,410620,Metropolitana,Contenda,PR,Sul,19082,192
2908804,290880,Brumado,Contendas do Sincorá,BA,Nordeste,4025,
3118700,311870,Varginha,Coqueiral,MG,Sudeste,9099,045
4305835,430583,CRS 16 Lajeado,Coqueiro Baixo,RS,Sul,1490,003
2702207,270220,Região 01,Coqueiro Seco,AL,Nordeste,5882,038
4305850,430585,CRS 06 Passo Fundo,Coqueiros do Sul,RS,Sul,2267,014
3118809,311880,Montes Claros,Coração de Jesus,MG,Sudeste,26620,045
2908903,290890,Feira de Santana,Coração de Maria,BA,Nordeste,22391,030
4106308,410630,Cascavel,Corbélia,PR,Sul,17162,
3301504,330150,Serrana,Cordeiro,RJ,Sudeste,22152,114
3512407,351240,Piracicaba,Cordeirópolis,SP,Sudeste,25116,043
2909000,290900,Vitória da Conquista,Cordeiros,BA,Nordeste,8667,
4204350,420435,Chapecó,Cordilheira Alta,SC,Sul,4585,011
3118908,311890,Sete Lagoas,Cordisburgo,MG,Sudeste,8903,045
3119005,311900,Varginha,Cordislândia,MG,Sudeste,3546,045
2304004,230400,Sobral,Coreaú,CE,Nordeste,23340,040
2504801,250480,VII Núcleo Regional de Saúde,Coremas,PB,Nordeste,15438,
5003108,500310,NCT de Campo Grande,Corguinho,MS,Centro-Oeste,6158,004
2909109,290910,Santa Maria da Vitória,Coribe,BA,Nordeste,14108,
3119104,311910,Sete Lagoas,Corinto,MG,Sudeste,23607,045
4106407,410640,Cornélio Procópio,Cornélio Procópio,PR,Sul,47840,046
3119203,311920,Governador Valadares,Coroaci,MG,Sudeste,9897,045
3512506,351250,Araçatuba,Coroados,SP,Sudeste,6197,113
2103604,210360,Cocais,Coroatá,MA,Nordeste,65788,029
3119302,311930,Uberlândia,Coromandel,MG,Sudeste,27958,045
4305871,430587,CRS 17 Ijuí,Coronel Barros,RS,Sul,2521,183
4305900,430590,CRS 15 Palmeira das Missões,Coronel Bicaco,RS,Sul,7213,014
4106456,410645,Pato Branco,Coronel Domingos Soares,PR,Sul,7538,
2402808,240280,V ETAM,Coronel Ezequiel,RN,Nordeste,5501,
3119401,311940,Coronel Fabriciano,Coronel Fabriciano,MG,Sudeste,110709,045
4204400,420440,Chapecó,Coronel Freitas,SC,Sul,9900,011
2402907,240290,VI ETAM,Coronel João Pessoa,RN,Nordeste,4918,
2909208,290920,Cícero Dantas,Coronel João Sá,BA,Nordeste,15549,162
2202851,220285,TD Serra da Capivara,Coronel José Dias,PI,Nordeste,4688,
3512605,351260,Bauru,Coronel Macedo,SP,Sudeste,4591,900
4204459,420445,Xanxerê,Coronel Martins,SC,Sul,2560,011
3119500,311950,Diamantina,Coronel Murta,MG,Sudeste,9209,045
3119609,311960,Juiz de Fora,Coronel Pacheco,MG,Sudeste,3095,042
4305934,430593,CRS 05 Caxias do Sul,Coronel Pilar,RS,Sul,1602,014
5003157,500315,NCT de Ponta Porã,Coronel Sapucaia,MS,Centro-Oeste,15449,018
4106506,410650,Pato Branco,Coronel Vivida,PR,Sul,20430,
3119708,311970,São João Del Rei,Coronel Xavier Chaves,MG,Sudeste,3448,045
3119807,311980,Divinópolis,Córrego Danta,MG,Sudeste,3168,045
3119906,311990,Pouso Alegre,Córrego do Bom Jesus,MG,Sudeste,3685,045
5205703,520570,Oeste II,Córrego do Ouro,GO,Centro-Oeste,2254,
3119955,311995,Divinópolis,Córrego Fundo,MG,Sudeste,6425,045
3120003,312000,Coronel Fabriciano,Córrego Novo,MG,Sudeste,2688,045
4204558,420455,Lages,Correia Pinto,SC,Sul,12315,011
2202901,220290,TD Chapada das Mangabeiras,Corrente,PI,Nordeste,26771,
2604700,260470,Garanhuns,Correntes,PE,Nordeste,18327,104
2909307,290930,Santa Maria da Vitória,Correntina,BA,Nordeste,32243,
2604809,260480,Palmares,Cortês,PE,Nordeste,12543,
5003207,500320,NCT de Corumbá,Corumbá,MS,Centro-Oeste,112669,004
5205802,520580,Pirineus,Corumbá de Goiás,GO,Centro-Oeste,11223,
5205901,520590,Estrada de Ferro,Corumbaíba,GO,Centro-Oeste,10012,056
3512704,351270,Piracicaba,Corumbataí,SP,Sudeste,4072,065
4106555,410655,Campo Mourão,Corumbataí do Sul,PR,Sul,3038,
1100072,110007,III Delegacia Regional de Saúde,Corumbiara,RO,Norte,7052,166
4204509,420450,Jaraguá do Sul,Corupá,SC,Sul,16300,011
2702306,270230,Região 02,Coruripe,AL,Nordeste,57647,038
3512803,351280,Campinas,Cosmópolis,SP,Sudeste,74662,008
3512902,351290,São José do Rio Preto,Cosmorama,SP,Sudeste,7289,100
1100080,110008,I Delegacia Regional de Saúde,Costa Marques,RO,Norte,19255,166
5003256,500325,NCT de Paranaíba,Costa Rica,MS,Centro-Oeste,21456,004
2909406,290940,Barreiras,Cotegipe,BA,Nordeste,13756,
3513009,351300,Grande São Paulo,Cotia,SP,Sudeste,257882,007
4305959,430595,CRS 05 Caxias do Sul,Cotiporã,RS,Sul,3824,014
5103379,510337,Juína,Cotriguaçu,MT,Centro-Oeste,20717,062
3120102,312010,Diamantina,Couto de Magalhães de Minas,MG,Sudeste,4436,045
1706001,170600,Região de Saúde de Araguaia-Tocantins,Couto Magalhães,TO,Norte,5690,001
4305975,430597,CRS 06 Passo Fundo,Coxilha,RS,Sul,2731,014
5003306,500330,NCT de Coxim,Coxim,MS,Centro-Oeste,33547,004
2504850,250485,V Núcleo Regional de Saúde,Coxixola,PB,Nordeste,1948,
2702355,270235,Região 04,Craíbas,AL,Nordeste,24396,167
2304103,230410,Crateús,Crateús,CE,Nordeste,75241,040
2304202,230420,Crato,Crato,CE,Nordeste,133913,040
3513108,351310,Ribeirão Preto,Cravinhos,SP,Sudeste,35858,008
2909505,290950,Jequié,Cravolândia,BA,Nordeste,5352,
4204608,420460,Criciúma,Criciúma,SC,Sul,219393,011
3120151,312015,Teófilo Otoni,Crisólita,MG,Sudeste,6814,045
2909604,290960,Alagoinhas,Crisópolis,BA,Nordeste,21219,
4306007,430600,CRS 17 Ijuí,Crissiumal,RS,Sul,13269,014
3120201,312020,Divinópolis,Cristais,MG,Sudeste,13060,045
3513207,351320,Franca,Cristais Paulista,SP,Sudeste,8803,076
4306056,430605,CRS 03 Pelotas,Cristal,RS,Sul,8121,006
4306072,430607,CRS 19 Frederico Westphalen,Cristal do Sul,RS,Sul,2840,005
1706100,170610,Região de Saúde do Cantão,Cristalândia,TO,Norte,7268,001
2203008,220300,TD Chapada das Mangabeiras,Cristalândia do Piauí,PI,Nordeste,8350,
3120300,312030,Montes Claros,Cristália,MG,Sudeste,5992,045
5206206,520620,Entorno Sul,Cristalina,GO,Centro-Oeste,61385,
3120409,312040,Barbacena,Cristiano Otoni,MG,Sudeste,5161,045
5206305,520630,Centro Sul,Cristianópolis,GO,Centro-Oeste,2962,
3120508,312050,Varginha,Cristina,MG,Sudeste,10211,041
2801702,280170,Região Estância,Cristinápolis,SE,Nordeste,18181,
2203107,220310,TD Chapada das Mangabeiras,Cristino Castro,PI,Nordeste,10464,
2909703,290970,Barreiras,Cristópolis,BA,Nordeste,13981,
5206404,520640,São Patrício,Crixás,GO,Centro-Oeste,17136,020
1706258,170625,Região de Saúde Centro-Sul,Crixás do Tocantins,TO,Norte,1749,001
2304236,230423,Tianguá,Croatá,CE,Nordeste,18201,040
5206503,520650,Centro Sul,Cromínia,GO,Centro-Oeste,3458,056
3120607,312060,Belo Horizonte,Crucilândia,MG,Sudeste,5072,045
2304251,230425,Acaraú,Cruz,CE,Nordeste,25121,040
4306106,430610,CRS 09 Cruz Alta,Cruz Alta,RS,Sul,59561,801
2909802,290980,Cruz das Almas,Cruz das Almas,BA,Nordeste,63923,030
2504900,250490,I Núcleo Regional de Saúde,Cruz do Espírito Santo,PB,Nordeste,17599,
4106803,410680,União da Vitória,Cruz Machado,PR,Sul,18772,
3513306,351330,Marília,Cruzália,SP,Sudeste,2021,101
4306130,430613,CRS 11 Erechim,Cruzaltense,RS,Sul,1765,005
3513405,351340,Taubaté,Cruzeiro,SP,Sudeste,82895,134
3120706,312070,Patos de Minas,Cruzeiro da Fortaleza,MG,Sudeste,3651,045
